prefix	content	marker	group	section	subsection	subsubsection	title	section_tag	context_mask	chunk_summary	group_summary	section_summary
•	Turn Air Control (17) to OFF position; Turn Pump Control (7) to OFF position;	1	297	13	2	3		45	0	Turn Air Control (17) to OFF position; Turn Pump Control (7) to OFF position;	Turn Air Control (17) to OFF position; Turn Pump Control (7) to OFF position; Connect the Filter Basket to one end of the Blue Band hose; Connect the Blue Band hose to the Draft Input (1) port on the front of the Power Unit, ensuring that the filter basket is attached to the end submerged in the water source or blivit; Connect the White Band hose to the Draft Output (2) port on the back of the Power Unit with the other end attached to the Hopper/Blender (3) on the recipient tank;	
•	Connect the Filter Basket to one end of the Blue Band hose;	1	297	13	2	3		45	0	Connect the Filter Basket to one end of the Blue Band hose;		
•	Connect the Blue Band hose to the Draft Input (1) port on the front of the Power Unit, ensuring that the filter basket is attached to the end submerged in the water source or blivit;	1	297	13	2	3		45	0	Connect the Blue Band hose to the Draft Input (1) port on the front of the Power Unit, ensuring that the filter basket is attached to the end submerged in the water source or blivit;		
•	Connect the White Band hose to the Draft Output (2) port on the back of the Power Unit with the other end attached to the Hopper/Blender (3) on the recipient tank;	1	297	13	2	3		45	0	Connect the White Band hose to the Draft Output (2) port on the back of the Power Unit with the other end attached to the Hopper/Blender (3) on the recipient tank;		
	Filter Basket	-1	298	13	2	3		45	1	Filter Basket		
	Filter Basket Attached to Hose	-1	299	13	2	3		45	0	Filter Basket Attached to Hose	Filter Basket Attached to Hose	
•	Connect the Yellow Band hose to the Agitator (9) port on the back of the Power Unit and to the Agitator (10) on the recipient tank;	1	300	13	2	3		45	0	Connect the Yellow Band hose to the Agitator (9) port on the back of the Power Unit and to the Agitator (10) on the recipient tank;	Ensure nozzle(s) are pointed in safe direction before operation! Failure to do so may result with significant injury. The tank is not sealed and must be cleaned every 30 minutes. It is not sealed by any means, but should be refilled every 30 seconds. No leakage of decontaminant will occur during this time. For more information, see www-ec.gov/decontamination.html. Click here. Back to mail online home & get help	
•	Start Power Unit (4);	1	300	13	2	3		45	1	Start Power Unit (4);		
•	Set Selector 1 (5) to DRAFT, Selector 2 (6) to OFF;	1	300	13	2	3		45	0	Set Selector 1 (5) to DRAFT, Selector 2 (6) to OFF;		
•	SLOWLY turn on Pump Control (7) to full on position; Turn Air Control (17) to full on position; do not use the air injection for mixing slurry.	1	300	13	2	3		45	0	SLOWLY turn on Pump Control (7) to full on position; Turn Air Control (17) to full on position; do not use the air injection for mixing slurry.		
•	To mix decontaminant in recipient tank, set Selector 1 (5) from DRAFT position to AGITATOR position (NOTE: If it is necessary to stop mixing, place Selector 1 (5) to OFF position.);	1	300	13	2	3		45	0	To mix decontaminant in recipient tank, set Selector 1 (5) from DRAFT position to AGITATOR position (NOTE: If it is necessary to stop mixing, place Selector 1 (5) to OFF position.);		
•	Add decontaminant to Hopper/Blender opening (13) on the recipient tank;	1	300	13	2	3		45	0	Add decontaminant to Hopper/Blender opening (13) on the recipient tank;		
•	Ensure that decontaminant in tank is mixing properly;	1	300	13	2	3		45	0	Ensure that decontaminant in tank is mixing properly;		
•	Keep Agitator engaged the entire time there is decontaminant in the tank.	1	300	13	2	3		45	0	Keep Agitator engaged the entire time there is decontaminant in the tank.		
•	Upon completion of mission, clean tanks using procedure required for the decontaminant used;	1	300	13	2	3		45	0	Upon completion of mission, clean tanks using procedure required for the decontaminant used;		
•	SLOWLY turn Pump Control (7) to full OFF position; Turn Air Control (17) to full OFF position;	1	300	13	2	3		45	0	SLOWLY turn Pump Control (7) to full OFF position; Turn Air Control (17) to full OFF position;		
•	Set Selector 1 (5) to OFF position;	1	300	13	2	3		45	0	Set Selector 1 (5) to OFF position;		
•	Turn Power Unit off (4). WARNING: Ensure nozzle(s) are pointed in a safe direction before operation! Failure to do so may result in significant injury.	1	300	13	2	3		45	0	Turn Power Unit off (4). WARNING: Ensure nozzle(s) are pointed in a safe direction before operation! Failure to do so may result in significant injury.		
7.2.4	Tank-to-Tank Operation	0	301	13	2	4	Tank-to-Tank Operation	46	0	Tank-to-Tank Operation		VMDS can be used as a holding tank to supply the recipient/holding tank with water when desired. Use long double black band-hose to connect the tank selector valve to the short connector on your Tank Selecting Valve – see figure below) remove decontaminated material from tank before it is added into the bucket. Clean tanks using procedure required for decontaminant used; SLOWLY turn Pump Control (7), Selecter 2 and selecters 1 to full off position - then turn off! Pump control is set up
	One of the dual tanks on the VMDS can be used as a holding tank to supply the recipient/holding tank with water when desired. In this case it is the trailer tank.	-1	302	13	2	4		46	0	One of the dual tanks on the VMDS can be used as a holding tank to supply the recipient/holding tank with water when desired. In this case it is the trailer tank.	One of the dual tanks on the VMDS can be used as a holding tank to supply the recipient/holding tank with water when desired. In this case it is the trailer tank.	
•	Turn Air Control (17) to OFF position; Turn Pump Control (7) to OFF position;	1	303	13	2	4		46	0	Turn Air Control (17) to OFF position; Turn Pump Control (7) to OFF position;	Hose to connect the tank selector valve to the short connector on the Tank Selecter Valve. Use long double black band hose to connect the fluid in/drain (12) valve of the holding (trailers') tank with the long connector on your Tank Selecting Valve; Turn the Tank Selective Valves to the holding position - see figure below). Use the white band hose to attach the recipient (truck), by using the Hopper or B	
•	Fill tank to be used as holding (trailer) tank with water;	1	303	13	2	4		46	0	Fill tank to be used as holding (trailer) tank with water;		
•	Fill the recipient (truck) by using the White Band hose to connect the Hopper/Blender (3) on the recipient tank to the Discharge Line #2 (8) on the Power Unit;	1	303	13	2	4		46	0	Fill the recipient (truck) by using the White Band hose to connect the Hopper/Blender (3) on the recipient tank to the Discharge Line #2 (8) on the Power Unit;		
•	Attach the Tank Selector Valve to the Fluid Input (11) port on the Power Unit;	1	303	13	2	4		46	0	Attach the Tank Selector Valve to the Fluid Input (11) port on the Power Unit;		
•	Use the short Black Band hose to connect the Fluid In/Drain (12) valve of recipient (truck) tank to the short connector on the Tank Selector Valve;	1	303	13	2	4		46	0	Use the short Black Band hose to connect the Fluid In/Drain (12) valve of recipient (truck) tank to the short connector on the Tank Selector Valve;		
•	Use the long double Black Band hose to connect the Fluid In/Drain (12) valve of the holding (trailer) tank to the long connector on the Tank Selector Valve;	1	303	13	2	4		46	0	Use the long double Black Band hose to connect the Fluid In/Drain (12) valve of the holding (trailer) tank to the long connector on the Tank Selector Valve;		
•	Turn the Tank Selector Valve to the holding tank (trailer) position (see figure below);	1	303	13	2	4		46	0	Turn the Tank Selector Valve to the holding tank (trailer) position (see figure below);		
•	Use the Yellow Band hose to connect the Agitator (10) on the recipient (truck) tank to the Agitator (9) port on the Power Unit;	1	304	13	2	4		46	0	Use the Yellow Band hose to connect the Agitator (10) on the recipient (truck) tank to the Agitator (9) port on the Power Unit;	Hose to connect the Agitator (10) on the recipient (truck) tank and the Agitators (9) port on the Power Unit. Clean tanks using procedure required for decontaminant used; SLOWLY turn Pump Control (7), Selector 2 and selecter 1 to full off position - then turn off. Pump control is set to ON; air controls (17) are turned off. Remove decontaminated material from tank before it is added to the bucket	
•	Connect the White Band hose to the Line 2 Discharge (8) and to the Hopper/Blender (3) on the recipient (truck) tank;	1	304	13	2	4		46	0	Connect the White Band hose to the Line 2 Discharge (8) and to the Hopper/Blender (3) on the recipient (truck) tank;		
•	Start Power Unit (4);	1	304	13	2	4		46	1	Start Power Unit (4);		
•	Set Selector 1 (5) to AGITATOR, Selector 2 (6) to LINE 2 or MONITOR as appropriate;	1	304	13	2	4		46	0	Set Selector 1 (5) to AGITATOR, Selector 2 (6) to LINE 2 or MONITOR as appropriate;		
•	SLOWLY turn on Pump Control (7) to full ON position; Turn Air Control (17) to full on position;	1	304	13	2	4		46	0	SLOWLY turn on Pump Control (7) to full ON position; Turn Air Control (17) to full on position;		
•	Add decontaminant to Hopper/Blender opening (13) on the recipient (truck) tank;	1	304	13	2	4		46	0	Add decontaminant to Hopper/Blender opening (13) on the recipient (truck) tank;		
•	Ensure that decontaminant in tank is mixing properly;	1	304	13	2	4		46	0	Ensure that decontaminant in tank is mixing properly;		
•	Keep Agitator engaged the entire time there is decontaminant in the tank.	1	304	13	2	4		46	0	Keep Agitator engaged the entire time there is decontaminant in the tank.		
•	Upon completion of mission, clean tanks using procedure required for decontaminant used;	1	304	13	2	4		46	0	Upon completion of mission, clean tanks using procedure required for decontaminant used;		
•	SLOWLY turn Pump Control (7) to full OFF position; Turn Air Control (17) to full off position;	1	304	13	2	4		46	0	SLOWLY turn Pump Control (7) to full OFF position; Turn Air Control (17) to full off position;		
•	Set Selector 1 (5) and Selector 2 to OFF position;	1	304	13	2	4		46	0	Set Selector 1 (5) and Selector 2 to OFF position;		
•	Turn Power Unit off (4).	1	304	13	2	4		46	0	Turn Power Unit off (4).		
7.2.5	Front Spray Bar Operation	0	305	13	2	5	Front Spray Bar Operation	47	0	Front Spray Bar Operation		Run FRONT SPRAY BAR (FSB) hose over the top of truck cab and connect it to front spray bar. Connect FSb to rear bumper of truck, using magnets on top near windshield if needed - use magnets 'on top of cab' turn pump control (17) to full off; turn pump controller 1 (5) to frownbar mode & turn air controls (17) to OFF / off. WARNING: Ensure nozzle(s) are pointed in a safe direction before operation! Failure to do so may result in significant injury.
